Name,PSNR,SSI,SMPI,SSIM,MEAN_in,MEAN_out
0.tif,43.227698355058585,0.7191750407218933,2.162859428059164,0.9599224554189031,768.9508666992188,766.935546875
1.tif,41.25285956645306,0.7204235196113586,1.9921669727627886,0.9413369316120075,994.5228271484375,992.7526245117188
2.tif,31.10448643472461,0.7787097096443176,8.970062639564276,0.7908072483598129,2816.346923828125,2805.784423828125
3.tif,43.695405131205185,0.754437267780304,2.1743900504952762,0.9662327421186747,949.2778930664062,947.3900146484375
4.tif,37.29948936118402,0.8223921060562134,5.032437765163195,0.92976220647003,1635.90869140625,1630.7701416015625
