Name,PSNR,SSI,SMPI,SSIM,MEAN_in,MEAN_out
0.tif,41.15573976055615,0.7064063549041748,1.7756524153446662,0.9273830689825808,768.9508666992188,767.4322509765625
1.tif,39.48654413079266,0.726948082447052,1.8939344903628808,0.9015802044055523,994.5228271484375,996.1239624023438
2.tif,28.67544046040384,0.7507972717285156,8.862017100560479,0.6220619555533622,2816.346923828125,2805.497802734375
3.tif,40.82882144414086,0.7281759977340698,1.1153762353787897,0.9239717864742175,949.2778930664062,949.8087768554688
4.tif,34.56157946050227,0.8396309614181519,2.2055015399309923,0.847612851162652,1635.90869140625,1637.5328369140625
